"","Registrikood","Kokku","Arv","Meede","Asutus","Summa","Nimi","Staatus","Tüüp","Staatus.tekstina","Asutamiskuupäev"
"1","10081927",1140507.81,5,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",218209.58,"CHARLOT OÜ","R","Osaühing","Registrisse kantud",1996-08-22
"2","10081927",1140507.81,5,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",516690.09,"CHARLOT OÜ","R","Osaühing","Registrisse kantud",1996-08-22
"3","10081927",1140507.81,5,"Erakorraline proportsionaalne käendus uutele laenudele","Kredex",240000,"CHARLOT OÜ","R","Osaühing","Registrisse kantud",1996-08-22
"4","10081927",1140507.81,5,"Kaubandus- ja teenindusettevõtjate rendimaksete toetus","EAS",9454.26,"CHARLOT OÜ","R","Osaühing","Registrisse kantud",1996-08-22
"5","10081927",1140507.81,5,"Töötasu hüvitis","Töötukassa",156153.88,"CHARLOT OÜ","R","Osaühing","Registrisse kantud",1996-08-22
"6","10245984",88861.06,8,"Töötasu hüvitis","Töötukassa",35461.06,"Osaühing ESTEETIKA JA TANTSUKOOL","R","Osaühing","Registrisse kantud",1997-08-07
"7","10245984",88861.06,8,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",2120,"Osaühing ESTEETIKA JA TANTSUKOOL","R","Osaühing","Registrisse kantud",1997-08-07
"8","10245984",88861.06,8,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",1080,"Osaühing ESTEETIKA JA TANTSUKOOL","R","Osaühing","Registrisse kantud",1997-08-07
"9","10245984",88861.06,8,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",24145,"Osaühing ESTEETIKA JA TANTSUKOOL","R","Osaühing","Registrisse kantud",1997-08-07
"10","10245984",88861.06,8,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",13455,"Osaühing ESTEETIKA JA TANTSUKOOL","R","Osaühing","Registrisse kantud",1997-08-07
"11","10245984",88861.06,8,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4200,"Osaühing ESTEETIKA JA TANTSUKOOL","R","Osaühing","Registrisse kantud",1997-08-07
"12","10245984",88861.06,8,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4200,"Osaühing ESTEETIKA JA TANTSUKOOL","R","Osaühing","Registrisse kantud",1997-08-07
"13","10245984",88861.06,8,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4200,"Osaühing ESTEETIKA JA TANTSUKOOL","R","Osaühing","Registrisse kantud",1997-08-07
"14","10338183",41051.34,4,"Kaubandus- ja teenindusettevõtjate rendimaksete toetus","EAS",169.07,"Osaühing GENEVA","R","Osaühing","Registrisse kantud",1997-12-15
"15","10338183",41051.34,4,"Turismiettevõtja kriisitoetus – toitlustusettevõtja","EAS",15039.4,"Osaühing GENEVA","R","Osaühing","Registrisse kantud",1997-12-15
"16","10338183",41051.34,4,"Töötasu hüvitis","Töötukassa",16042.87,"Osaühing GENEVA","R","Osaühing","Registrisse kantud",1997-12-15
"17","10338183",41051.34,4,"Kultuuriministeeriumilt seni toetust mitte saanud kontserdikorraldajad, muusikakollektiivid, esitajad ja tugiteenused. Kriisiabi muusikavaldkonnale.","Kultuuriministeerium",9800,"Osaühing GENEVA","R","Osaühing","Registrisse kantud",1997-12-15
"18","10516532",34920,5,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",2116,"Osaühing Õppekeskus Intellekt","R","Osaühing","Registrisse kantud",1998-12-02
"19","10516532",34920,5,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",7650,"Osaühing Õppekeskus Intellekt","R","Osaühing","Registrisse kantud",1998-12-02
"20","10516532",34920,5,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",3404,"Osaühing Õppekeskus Intellekt","R","Osaühing","Registrisse kantud",1998-12-02
"21","10516532",34920,5,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",19200,"Osaühing Õppekeskus Intellekt","R","Osaühing","Registrisse kantud",1998-12-02
"22","10516532",34920,5,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",2550,"Osaühing Õppekeskus Intellekt","R","Osaühing","Registrisse kantud",1998-12-02
"23","10711179",737346.31,4,"Erakorraline proportsionaalne käendus majutus-, toitlustus- ja turismisektorile","Kredex",348000,"Osaühing Esperan","R","Osaühing","Registrisse kantud",2000-11-22
"24","10711179",737346.31,4,"Kaubandus- ja teenindusettevõtjate rendimaksete toetus","EAS",6002.77,"Osaühing Esperan","R","Osaühing","Registrisse kantud",2000-11-22
"25","10711179",737346.31,4,"Turismiettevõtja kriisitoetus – toitlustusettevõtja","EAS",30000,"Osaühing Esperan","R","Osaühing","Registrisse kantud",2000-11-22
"26","10711179",737346.31,4,"Töötasu hüvitis","Töötukassa",353343.54,"Osaühing Esperan","R","Osaühing","Registrisse kantud",2000-11-22
"27","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",69999,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"28","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",29998.62,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"29","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",7961.64,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"30","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",8285.9,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"31","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",124301.71,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"32","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",215849.16,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"33","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",286330.51,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"34","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",7341.8,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"35","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",16151.97,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"36","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",11746.89,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"37","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",33772.31,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"38","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",35240.67,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"39","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",33173.5,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"40","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",4739.66,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"41","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",10664.23,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"42","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",10615.52,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"43","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",8886.85,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"44","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",3318.16,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"45","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",57068.64,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"46","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",4740.23,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"47","10823375",1152354.45,22,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",5307.76,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"48","10823375",1152354.45,22,"Töötasu hüvitis","Töötukassa",166859.72,"OÜ W-Glass","R","Osaühing","Registrisse kantud",2001-12-20
"49","10933767",473031.47,4,"Erakorraline käibekapitalilaen","Kredex",4e+05,"OÜ Coffee IN","R","Osaühing","Registrisse kantud",2003-03-05
"50","10933767",473031.47,4,"Kaubandus- ja teenindusettevõtjate rendimaksete toetus","EAS",2149.91,"OÜ Coffee IN","R","Osaühing","Registrisse kantud",2003-03-05
"51","10933767",473031.47,4,"Turismiettevõtja kriisitoetus – toitlustusettevõtja","EAS",30000,"OÜ Coffee IN","R","Osaühing","Registrisse kantud",2003-03-05
"52","10933767",473031.47,4,"Töötasu hüvitis","Töötukassa",40881.56,"OÜ Coffee IN","R","Osaühing","Registrisse kantud",2003-03-05
"53","11065801",80990,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",8400,"Lastekaitse Liidu Lastelaagrite Osaühing","R","Osaühing","Registrisse kantud",2004-09-01
"54","11065801",80990,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",10150,"Lastekaitse Liidu Lastelaagrite Osaühing","R","Osaühing","Registrisse kantud",2004-09-01
"55","11065801",80990,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2040,"Lastekaitse Liidu Lastelaagrite Osaühing","R","Osaühing","Registrisse kantud",2004-09-01
"56","11065801",80990,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2400,"Lastekaitse Liidu Lastelaagrite Osaühing","R","Osaühing","Registrisse kantud",2004-09-01
"57","11065801",80990,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",6000,"Lastekaitse Liidu Lastelaagrite Osaühing","R","Osaühing","Registrisse kantud",2004-09-01
"58","11065801",80990,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",8000,"Lastekaitse Liidu Lastelaagrite Osaühing","R","Osaühing","Registrisse kantud",2004-09-01
"59","11065801",80990,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",44000,"Lastekaitse Liidu Lastelaagrite Osaühing","R","Osaühing","Registrisse kantud",2004-09-01
"60","11107037",117960,8,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",11760,"OÜ Valgemetsa Puhkeküla","R","Osaühing","Registrisse kantud",2005-03-31
"61","11107037",117960,8,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",18120,"OÜ Valgemetsa Puhkeküla","R","Osaühing","Registrisse kantud",2005-03-31
"62","11107037",117960,8,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",14760,"OÜ Valgemetsa Puhkeküla","R","Osaühing","Registrisse kantud",2005-03-31
"63","11107037",117960,8,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",11760,"OÜ Valgemetsa Puhkeküla","R","Osaühing","Registrisse kantud",2005-03-31
"64","11107037",117960,8,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",18120,"OÜ Valgemetsa Puhkeküla","R","Osaühing","Registrisse kantud",2005-03-31
"65","11107037",117960,8,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",14760,"OÜ Valgemetsa Puhkeküla","R","Osaühing","Registrisse kantud",2005-03-31
"66","11107037",117960,8,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",15000,"OÜ Valgemetsa Puhkeküla","R","Osaühing","Registrisse kantud",2005-03-31
"67","11107037",117960,8,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",13680,"OÜ Valgemetsa Puhkeküla","R","Osaühing","Registrisse kantud",2005-03-31
"68","11154278",61535.47,4,"Erakorraline proportsionaalne käendus majutus-, toitlustus- ja turismisektorile","Kredex",15000,"Osaühing Maitsest Maitsesse","R","Osaühing","Registrisse kantud",2005-07-29
"69","11154278",61535.47,4,"MES laen","MES",20000,"Osaühing Maitsest Maitsesse","R","Osaühing","Registrisse kantud",2005-07-29
"70","11154278",61535.47,4,"Turismiettevõtja kriisitoetus – saared","EAS",18896.41,"Osaühing Maitsest Maitsesse","R","Osaühing","Registrisse kantud",2005-07-29
"71","11154278",61535.47,4,"Töötasu hüvitis","Töötukassa",7639.06,"Osaühing Maitsest Maitsesse","R","Osaühing","Registrisse kantud",2005-07-29
"72","11273563",3054040.1,5,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",2380500,"My Fitness AS","R","Aktsiaselts","Registrisse kantud",2006-07-14
"73","11273563",3054040.1,5,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",450000,"My Fitness AS","R","Aktsiaselts","Registrisse kantud",2006-07-14
"74","11273563",3054040.1,5,"Kaubandus- ja teenindusettevõtjate rendimaksete toetus","EAS",22811.69,"My Fitness AS","R","Aktsiaselts","Registrisse kantud",2006-07-14
"75","11273563",3054040.1,5,"Töötasu hüvitis","Töötukassa",180695.41,"My Fitness AS","R","Aktsiaselts","Registrisse kantud",2006-07-14
"76","11273563",3054040.1,5,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",20033,"My Fitness AS","R","Aktsiaselts","Registrisse kantud",2006-07-14
"77","11981805",278369.01,4,"Erakorraline proportsionaalne käendus uutele laenudele","Kredex",135000,"Balmec Forest OÜ","R","Osaühing","Registrisse kantud",2010-08-23
"78","11981805",278369.01,4,"Erakorraline proportsionaalne käendus uutele laenudele","Kredex",90000,"Balmec Forest OÜ","R","Osaühing","Registrisse kantud",2010-08-23
"79","11981805",278369.01,4,"MES käendus","MES",41250,"Balmec Forest OÜ","R","Osaühing","Registrisse kantud",2010-08-23
"80","11981805",278369.01,4,"Töötasu hüvitis","Töötukassa",12119.01,"Balmec Forest OÜ","R","Osaühing","Registrisse kantud",2010-08-23
"81","12012267",18630,4,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",12230,"Optimum semper OÜ","R","Osaühing","Registrisse kantud",2010-10-27
"82","12012267",18630,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"Optimum semper OÜ","R","Osaühing","Registrisse kantud",2010-10-27
"83","12012267",18630,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2400,"Optimum semper OÜ","R","Osaühing","Registrisse kantud",2010-10-27
"84","12012267",18630,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"Optimum semper OÜ","R","Osaühing","Registrisse kantud",2010-10-27
"85","12016472",9840,5,"Ettevõtja kriisitoetus","EAS",3000,"Roosa Tank OÜ","R","Osaühing","Registrisse kantud",2010-11-08
"86","12016472",9840,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3000,"Roosa Tank OÜ","R","Osaühing","Registrisse kantud",2010-11-08
"87","12016472",9840,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1440,"Roosa Tank OÜ","R","Osaühing","Registrisse kantud",2010-11-08
"88","12016472",9840,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1200,"Roosa Tank OÜ","R","Osaühing","Registrisse kantud",2010-11-08
"89","12016472",9840,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1200,"Roosa Tank OÜ","R","Osaühing","Registrisse kantud",2010-11-08
"90","12054892",403193.15,4,"MES laen","MES",56000,"Andri-Peedo talu OÜ","R","Osaühing","Registrisse kantud",2011-02-04
"91","12054892",403193.15,4,"MES laen","MES",166000,"Andri-Peedo talu OÜ","R","Osaühing","Registrisse kantud",2011-02-04
"92","12054892",403193.15,4,"MES laen","MES",178000,"Andri-Peedo talu OÜ","R","Osaühing","Registrisse kantud",2011-02-04
"93","12054892",403193.15,4,"Töötasu hüvitis","Töötukassa",3193.15,"Andri-Peedo talu OÜ","R","Osaühing","Registrisse kantud",2011-02-04
"94","12279094",31180.59,7,"Ettevõtja kriisitoetus - Ida-Viru","EAS",5000,"Osaühing Keeltekool Likool","R","Osaühing","Registrisse kantud",2012-05-07
"95","12279094",31180.59,7,"Töötasu hüvitis","Töötukassa",2940.59,"Osaühing Keeltekool Likool","R","Osaühing","Registrisse kantud",2012-05-07
"96","12279094",31180.59,7,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",7240,"Osaühing Keeltekool Likool","R","Osaühing","Registrisse kantud",2012-05-07
"97","12279094",31180.59,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4000,"Osaühing Keeltekool Likool","R","Osaühing","Registrisse kantud",2012-05-07
"98","12279094",31180.59,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4000,"Osaühing Keeltekool Likool","R","Osaühing","Registrisse kantud",2012-05-07
"99","12279094",31180.59,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4000,"Osaühing Keeltekool Likool","R","Osaühing","Registrisse kantud",2012-05-07
"100","12279094",31180.59,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4000,"Osaühing Keeltekool Likool","R","Osaühing","Registrisse kantud",2012-05-07
"101","12307666",597124.17,6,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",46497.73,"Multimek Baltic OÜ","R","Osaühing","Registrisse kantud",2012-06-28
"102","12307666",597124.17,6,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",23540,"Multimek Baltic OÜ","R","Osaühing","Registrisse kantud",2012-06-28
"103","12307666",597124.17,6,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",15036.25,"Multimek Baltic OÜ","R","Osaühing","Registrisse kantud",2012-06-28
"104","12307666",597124.17,6,"Erakorraline proportsionaalne käendus olemasolevatele laenudele","Kredex",7659.37,"Multimek Baltic OÜ","R","Osaühing","Registrisse kantud",2012-06-28
"105","12307666",597124.17,6,"MES käendus","MES",4e+05,"Multimek Baltic OÜ","R","Osaühing","Registrisse kantud",2012-06-28
"106","12307666",597124.17,6,"Töötasu hüvitis","Töötukassa",104390.82,"Multimek Baltic OÜ","R","Osaühing","Registrisse kantud",2012-06-28
"107","12372110",67032.11,4,"MES laen","MES",5000,"Woodbright OÜ","R","Osaühing","Registrisse kantud",2012-11-02
"108","12372110",67032.11,4,"MES laen","MES",55000,"Woodbright OÜ","R","Osaühing","Registrisse kantud",2012-11-02
"109","12372110",67032.11,4,"Ettevõtja kriisitoetus","EAS",5000,"Woodbright OÜ","R","Osaühing","Registrisse kantud",2012-11-02
"110","12372110",67032.11,4,"Töötasu hüvitis","Töötukassa",2032.11,"Woodbright OÜ","R","Osaühing","Registrisse kantud",2012-11-02
"111","12381734",146661.97,4,"Erakorraline käibekapitalilaen","Kredex",55000,"Laitse Loss OÜ","R","Osaühing","Registrisse kantud",2012-11-21
"112","12381734",146661.97,4,"MES laen","MES",76000,"Laitse Loss OÜ","R","Osaühing","Registrisse kantud",2012-11-21
"113","12381734",146661.97,4,"Turismiettevõtja kriisitoetus – majutusettevõtja","EAS",11424.2,"Laitse Loss OÜ","R","Osaühing","Registrisse kantud",2012-11-21
"114","12381734",146661.97,4,"Töötasu hüvitis","Töötukassa",4237.77,"Laitse Loss OÜ","R","Osaühing","Registrisse kantud",2012-11-21
"115","12509981",120603.53,4,"MES laen","MES",30000,"OÜ Ravila Mõis","R","Osaühing","Registrisse kantud",2013-07-24
"116","12509981",120603.53,4,"MES laen","MES",80000,"OÜ Ravila Mõis","R","Osaühing","Registrisse kantud",2013-07-24
"117","12509981",120603.53,4,"Turismiettevõtja kriisitoetus – majutusettevõtja","EAS",7119.39,"OÜ Ravila Mõis","R","Osaühing","Registrisse kantud",2013-07-24
"118","12509981",120603.53,4,"Töötasu hüvitis","Töötukassa",3484.14,"OÜ Ravila Mõis","R","Osaühing","Registrisse kantud",2013-07-24
"119","12548163",7720,9,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",1000,"OÜ Ostinato","R","Osaühing","Registrisse kantud",2013-10-07
"120","12548163",7720,9,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",600,"OÜ Ostinato","R","Osaühing","Registrisse kantud",2013-10-07
"121","12548163",7720,9,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",720,"OÜ Ostinato","R","Osaühing","Registrisse kantud",2013-10-07
"122","12548163",7720,9,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",720,"OÜ Ostinato","R","Osaühing","Registrisse kantud",2013-10-07
"123","12548163",7720,9,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",720,"OÜ Ostinato","R","Osaühing","Registrisse kantud",2013-10-07
"124","12548163",7720,9,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",720,"OÜ Ostinato","R","Osaühing","Registrisse kantud",2013-10-07
"125","12548163",7720,9,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",720,"OÜ Ostinato","R","Osaühing","Registrisse kantud",2013-10-07
"126","12548163",7720,9,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",720,"OÜ Ostinato","R","Osaühing","Registrisse kantud",2013-10-07
"127","12548163",7720,9,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1800,"OÜ Ostinato","R","Osaühing","Registrisse kantud",2013-10-07
"128","12574427",3060,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",948,"Iidam ja Aadam OÜ","R","Osaühing","Registrisse kantud",2013-11-25
"129","12574427",3060,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",780,"Iidam ja Aadam OÜ","R","Osaühing","Registrisse kantud",2013-11-25
"130","12574427",3060,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",940,"Iidam ja Aadam OÜ","R","Osaühing","Registrisse kantud",2013-11-25
"131","12574427",3060,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",392,"Iidam ja Aadam OÜ","R","Osaühing","Registrisse kantud",2013-11-25
"132","12697058",43874.85,4,"Erakorraline käibekapitalilaen","Kredex",30000,"Vahvlikohvik OÜ","R","Osaühing","Registrisse kantud",2014-07-30
"133","12697058",43874.85,4,"Kaubandus- ja teenindusettevõtjate rendimaksete toetus","EAS",938.3,"Vahvlikohvik OÜ","R","Osaühing","Registrisse kantud",2014-07-30
"134","12697058",43874.85,4,"Turismiettevõtja kriisitoetus – toitlustusettevõtja","EAS",10029.59,"Vahvlikohvik OÜ","R","Osaühing","Registrisse kantud",2014-07-30
"135","12697058",43874.85,4,"Töötasu hüvitis","Töötukassa",2906.96,"Vahvlikohvik OÜ","R","Osaühing","Registrisse kantud",2014-07-30
"136","12771702",14615.06,4,"Ettevõtja kriisitoetus","EAS",3000,"Digirobo OÜ","R","Osaühing","Registrisse kantud",2014-12-19
"137","12771702",14615.06,4,"Töötasu hüvitis","Töötukassa",2255.06,"Digirobo OÜ","R","Osaühing","Registrisse kantud",2014-12-19
"138","12771702",14615.06,4,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",7800,"Digirobo OÜ","R","Osaühing","Registrisse kantud",2014-12-19
"139","12771702",14615.06,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1560,"Digirobo OÜ","R","Osaühing","Registrisse kantud",2014-12-19
"140","14124645",28301.31,4,"Töötasu hüvitis","Töötukassa",2669.31,"Nutigeen OÜ","R","Osaühing","Registrisse kantud",2016-10-03
"141","14124645",28301.31,4,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",23712,"Nutigeen OÜ","R","Osaühing","Registrisse kantud",2016-10-03
"142","14124645",28301.31,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",720,"Nutigeen OÜ","R","Osaühing","Registrisse kantud",2016-10-03
"143","14124645",28301.31,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1200,"Nutigeen OÜ","R","Osaühing","Registrisse kantud",2016-10-03
"144","14532350",5520,4,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",1320,"Aplaus on paus OÜ","R","Osaühing","Registrisse kantud",2018-07-25
"145","14532350",5520,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"Aplaus on paus OÜ","R","Osaühing","Registrisse kantud",2018-07-25
"146","14532350",5520,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1200,"Aplaus on paus OÜ","R","Osaühing","Registrisse kantud",2018-07-25
"147","14532350",5520,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"Aplaus on paus OÜ","R","Osaühing","Registrisse kantud",2018-07-25
"148","14641760",6800,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1400,"B-Lingua koolitused OÜ","R","Osaühing","Registrisse kantud",2019-01-14
"149","14641760",6800,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"B-Lingua koolitused OÜ","R","Osaühing","Registrisse kantud",2019-01-14
"150","14641760",6800,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"B-Lingua koolitused OÜ","R","Osaühing","Registrisse kantud",2019-01-14
"151","14641760",6800,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1400,"B-Lingua koolitused OÜ","R","Osaühing","Registrisse kantud",2019-01-14
"152","75001514",642,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",107,"Toila Gümnaasium","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-04-26
"153","75001514",642,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",214,"Toila Gümnaasium","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-04-26
"154","75001514",642,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",107,"Toila Gümnaasium","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-04-26
"155","75001514",642,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",107,"Toila Gümnaasium","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-04-26
"156","75001514",642,5,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",107,"Toila Gümnaasium","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2000-04-26
"157","75003068",3242,9,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",487,"Põltsamaa Kultuurikeskus","R","Kohaliku omavalitsuse asutus","Registrisse kantud",2016-02-09
