"","Registrikood","Kokku","Arv","Meede","Asutus","Summa","Nimi","Staatus","Tüüp","Staatus.tekstina","Asutamiskuupäev"
"580","80356627",56770.24,12,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"Mittetulundusühing KOIT TANTSUKOOL","R","Mittetulundusühing","Registrisse kantud",2013-05-06
"581","80356627",56770.24,12,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"Mittetulundusühing KOIT TANTSUKOOL","R","Mittetulundusühing","Registrisse kantud",2013-05-06
"582","80356627",56770.24,12,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3000,"Mittetulundusühing KOIT TANTSUKOOL","R","Mittetulundusühing","Registrisse kantud",2013-05-06
"583","80356627",56770.24,12,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"Mittetulundusühing KOIT TANTSUKOOL","R","Mittetulundusühing","Registrisse kantud",2013-05-06
"584","80356627",56770.24,12,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3000,"Mittetulundusühing KOIT TANTSUKOOL","R","Mittetulundusühing","Registrisse kantud",2013-05-06
"585","80356627",56770.24,12,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",6000,"Mittetulundusühing KOIT TANTSUKOOL","R","Mittetulundusühing","Registrisse kantud",2013-05-06
"586","80356627",56770.24,12,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",6000,"Mittetulundusühing KOIT TANTSUKOOL","R","Mittetulundusühing","Registrisse kantud",2013-05-06
"587","80356627",56770.24,12,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"Mittetulundusühing KOIT TANTSUKOOL","R","Mittetulundusühing","Registrisse kantud",2013-05-06
"588","80356627",56770.24,12,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"Mittetulundusühing KOIT TANTSUKOOL","R","Mittetulundusühing","Registrisse kantud",2013-05-06
"589","80360706",21404,6,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",12360,"MTÜ Tantsukool Ciara","R","Mittetulundusühing","Registrisse kantud",2013-09-06
"590","80360706",21404,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2800,"MTÜ Tantsukool Ciara","R","Mittetulundusühing","Registrisse kantud",2013-09-06
"591","80360706",21404,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1920,"MTÜ Tantsukool Ciara","R","Mittetulundusühing","Registrisse kantud",2013-09-06
"592","80360706",21404,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1600,"MTÜ Tantsukool Ciara","R","Mittetulundusühing","Registrisse kantud",2013-09-06
"593","80360706",21404,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1400,"MTÜ Tantsukool Ciara","R","Mittetulundusühing","Registrisse kantud",2013-09-06
"594","80360706",21404,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1324,"MTÜ Tantsukool Ciara","R","Mittetulundusühing","Registrisse kantud",2013-09-06
"595","80361447",4992,4,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",432,"Mittetulundusühing Tantsuselts As-Sa","R","Mittetulundusühing","Registrisse kantud",2013-09-30
"596","80361447",4992,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",1520,"Mittetulundusühing Tantsuselts As-Sa","R","Mittetulundusühing","Registrisse kantud",2013-09-30
"597","80361447",4992,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",1520,"Mittetulundusühing Tantsuselts As-Sa","R","Mittetulundusühing","Registrisse kantud",2013-09-30
"598","80361447",4992,4,"Kriisiabi laulu- ja tantsupeo liikumises osalevatele kollektiivijuhtidele","Rahvakultuuri Keskus",1520,"Mittetulundusühing Tantsuselts As-Sa","R","Mittetulundusühing","Registrisse kantud",2013-09-30
"599","80363538",8245,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2229,"Mittetulundusühing Narva Merekeskus","R","Mittetulundusühing","Registrisse kantud",2013-11-13
"600","80363538",8245,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2412,"Mittetulundusühing Narva Merekeskus","R","Mittetulundusühing","Registrisse kantud",2013-11-13
"601","80363538",8245,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1706,"Mittetulundusühing Narva Merekeskus","R","Mittetulundusühing","Registrisse kantud",2013-11-13
"602","80363538",8245,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1898,"Mittetulundusühing Narva Merekeskus","R","Mittetulundusühing","Registrisse kantud",2013-11-13
"603","80365493",19800,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3000,"Koolituse Mittetulundusühing","R","Mittetulundusühing","Registrisse kantud",2014-01-10
"604","80365493",19800,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4800,"Koolituse Mittetulundusühing","R","Mittetulundusühing","Registrisse kantud",2014-01-10
"605","80365493",19800,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3600,"Koolituse Mittetulundusühing","R","Mittetulundusühing","Registrisse kantud",2014-01-10
"606","80365493",19800,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2400,"Koolituse Mittetulundusühing","R","Mittetulundusühing","Registrisse kantud",2014-01-10
"607","80365493",19800,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",6000,"Koolituse Mittetulundusühing","R","Mittetulundusühing","Registrisse kantud",2014-01-10
"608","80373146",33980,6,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",7400,"MTÜ E STuudio Noortekoor","R","Mittetulundusühing","Registrisse kantud",2014-08-06
"609","80373146",33980,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2040,"MTÜ E STuudio Noortekoor","R","Mittetulundusühing","Registrisse kantud",2014-08-06
"610","80373146",33980,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",5040,"MTÜ E STuudio Noortekoor","R","Mittetulundusühing","Registrisse kantud",2014-08-06
"611","80373146",33980,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",900,"MTÜ E STuudio Noortekoor","R","Mittetulundusühing","Registrisse kantud",2014-08-06
"612","80373146",33980,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4080,"MTÜ E STuudio Noortekoor","R","Mittetulundusühing","Registrisse kantud",2014-08-06
"613","80373146",33980,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",14520,"MTÜ E STuudio Noortekoor","R","Mittetulundusühing","Registrisse kantud",2014-08-06
"614","80377612",38983,7,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",13239,"Eesti Veespordialade Kool","R","Mittetulundusühing","Registrisse kantud",2014-11-18
"615","80377612",38983,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",5000,"Eesti Veespordialade Kool","R","Mittetulundusühing","Registrisse kantud",2014-11-18
"616","80377612",38983,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",6830,"Eesti Veespordialade Kool","R","Mittetulundusühing","Registrisse kantud",2014-11-18
"617","80377612",38983,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",7024,"Eesti Veespordialade Kool","R","Mittetulundusühing","Registrisse kantud",2014-11-18
"618","80377612",38983,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",900,"Eesti Veespordialade Kool","R","Mittetulundusühing","Registrisse kantud",2014-11-18
"619","80377612",38983,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2990,"Eesti Veespordialade Kool","R","Mittetulundusühing","Registrisse kantud",2014-11-18
"620","80377612",38983,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3000,"Eesti Veespordialade Kool","R","Mittetulundusühing","Registrisse kantud",2014-11-18
"621","80385296",45982.93,4,"Töötasu hüvitis","Töötukassa",9382.93,"Mittetulundusühing Minu Tantsukool","R","Mittetulundusühing","Registrisse kantud",2015-05-08
"622","80385296",45982.93,4,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",30000,"Mittetulundusühing Minu Tantsukool","R","Mittetulundusühing","Registrisse kantud",2015-05-08
"623","80385296",45982.93,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4800,"Mittetulundusühing Minu Tantsukool","R","Mittetulundusühing","Registrisse kantud",2015-05-08
"624","80385296",45982.93,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1800,"Mittetulundusühing Minu Tantsukool","R","Mittetulundusühing","Registrisse kantud",2015-05-08
"625","80389940",23157.68,7,"Töötasu hüvitis","Töötukassa",5630.68,"Spordiklubi Barra","R","Mittetulundusühing","Registrisse kantud",2015-09-10
"626","80389940",23157.68,7,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",11806,"Spordiklubi Barra","R","Mittetulundusühing","Registrisse kantud",2015-09-10
"627","80389940",23157.68,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1743,"Spordiklubi Barra","R","Mittetulundusühing","Registrisse kantud",2015-09-10
"628","80389940",23157.68,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1035,"Spordiklubi Barra","R","Mittetulundusühing","Registrisse kantud",2015-09-10
"629","80389940",23157.68,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",965,"Spordiklubi Barra","R","Mittetulundusühing","Registrisse kantud",2015-09-10
"630","80389940",23157.68,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1013,"Spordiklubi Barra","R","Mittetulundusühing","Registrisse kantud",2015-09-10
"631","80389940",23157.68,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",965,"Spordiklubi Barra","R","Mittetulundusühing","Registrisse kantud",2015-09-10
"632","80392474",7831.38,5,"Töötasu hüvitis","Töötukassa",1531.38,"MTÜ Spordirõõm","R","Mittetulundusühing","Registrisse kantud",2015-11-03
"633","80392474",7831.38,5,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",3500,"MTÜ Spordirõõm","R","Mittetulundusühing","Registrisse kantud",2015-11-03
"634","80392474",7831.38,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",650,"MTÜ Spordirõõm","R","Mittetulundusühing","Registrisse kantud",2015-11-03
"635","80392474",7831.38,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",650,"MTÜ Spordirõõm","R","Mittetulundusühing","Registrisse kantud",2015-11-03
"636","80392474",7831.38,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"MTÜ Spordirõõm","R","Mittetulundusühing","Registrisse kantud",2015-11-03
"637","80404355",45074.7,4,"Töötasu hüvitis","Töötukassa",27556.7,"Laagri Tennisekool MTÜ","R","Mittetulundusühing","Registrisse kantud",2016-07-27
"638","80404355",45074.7,4,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",11760,"Laagri Tennisekool MTÜ","R","Mittetulundusühing","Registrisse kantud",2016-07-27
"639","80404355",45074.7,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2496,"Laagri Tennisekool MTÜ","R","Mittetulundusühing","Registrisse kantud",2016-07-27
"640","80404355",45074.7,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3262,"Laagri Tennisekool MTÜ","R","Mittetulundusühing","Registrisse kantud",2016-07-27
"641","80410634",53627.62,6,"Töötasu hüvitis","Töötukassa",9627.62,"Aitado Judokool MTÜ","R","Mittetulundusühing","Registrisse kantud",2016-12-21
"642","80410634",53627.62,6,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",31500,"Aitado Judokool MTÜ","R","Mittetulundusühing","Registrisse kantud",2016-12-21
"643","80410634",53627.62,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3500,"Aitado Judokool MTÜ","R","Mittetulundusühing","Registrisse kantud",2016-12-21
"644","80410634",53627.62,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3500,"Aitado Judokool MTÜ","R","Mittetulundusühing","Registrisse kantud",2016-12-21
"645","80410634",53627.62,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3500,"Aitado Judokool MTÜ","R","Mittetulundusühing","Registrisse kantud",2016-12-21
"646","80410634",53627.62,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"Aitado Judokool MTÜ","R","Mittetulundusühing","Registrisse kantud",2016-12-21
"647","80418110",12763.58,5,"Töötasu hüvitis","Töötukassa",2164.58,"Nutigeen Ruudus MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-05-24
"648","80418110",12763.58,5,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",3490,"Nutigeen Ruudus MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-05-24
"649","80418110",12763.58,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1920,"Nutigeen Ruudus MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-05-24
"650","80418110",12763.58,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2560,"Nutigeen Ruudus MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-05-24
"651","80418110",12763.58,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2629,"Nutigeen Ruudus MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-05-24
"652","80420360",12165,4,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",2925,"Mittetulundusühing Avatud Ühiskond","R","Mittetulundusühing","Registrisse kantud",2017-07-13
"653","80420360",12165,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2240,"Mittetulundusühing Avatud Ühiskond","R","Mittetulundusühing","Registrisse kantud",2017-07-13
"654","80420360",12165,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"Mittetulundusühing Avatud Ühiskond","R","Mittetulundusühing","Registrisse kantud",2017-07-13
"655","80420360",12165,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",5500,"Mittetulundusühing Avatud Ühiskond","R","Mittetulundusühing","Registrisse kantud",2017-07-13
"656","80421187",41126,23,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",9226,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"657","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"658","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"659","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"660","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"661","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"662","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"663","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1000,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"664","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"665","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"666","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1300,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"667","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"668","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"669","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"670","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"671","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",800,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"672","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"673","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"674","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"675","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"676","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"677","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1000,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"678","80421187",41126,23,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",800,"ROBOGO MTÜ","R","Mittetulundusühing","Registrisse kantud",2017-08-03
"679","80424091",29600,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3200,"Spordiklubi Tora","R","Mittetulundusühing","Registrisse kantud",2017-09-28
"680","80424091",29600,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3000,"Spordiklubi Tora","R","Mittetulundusühing","Registrisse kantud",2017-09-28
"681","80424091",29600,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3600,"Spordiklubi Tora","R","Mittetulundusühing","Registrisse kantud",2017-09-28
"682","80424091",29600,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2600,"Spordiklubi Tora","R","Mittetulundusühing","Registrisse kantud",2017-09-28
"683","80424091",29600,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",9200,"Spordiklubi Tora","R","Mittetulundusühing","Registrisse kantud",2017-09-28
"684","80424091",29600,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",8000,"Spordiklubi Tora","R","Mittetulundusühing","Registrisse kantud",2017-09-28
"685","80426718",16024,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3058,"MTÜ Luunja Raamatukogude Tegevuste Selts","R","Mittetulundusühing","Registrisse kantud",2017-11-06
"686","80426718",16024,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4954,"MTÜ Luunja Raamatukogude Tegevuste Selts","R","Mittetulundusühing","Registrisse kantud",2017-11-06
"687","80426718",16024,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",3058,"MTÜ Luunja Raamatukogude Tegevuste Selts","R","Mittetulundusühing","Registrisse kantud",2017-11-06
"688","80426718",16024,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4954,"MTÜ Luunja Raamatukogude Tegevuste Selts","R","Mittetulundusühing","Registrisse kantud",2017-11-06
"689","80548338",32743.64,4,"Töötasu hüvitis","Töötukassa",2023.64,"MTÜ Liikumiskunst","R","Mittetulundusühing","Registrisse kantud",2018-03-26
"690","80548338",32743.64,4,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",14720,"MTÜ Liikumiskunst","R","Mittetulundusühing","Registrisse kantud",2018-03-26
"691","80548338",32743.64,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",8000,"MTÜ Liikumiskunst","R","Mittetulundusühing","Registrisse kantud",2018-03-26
"692","80548338",32743.64,4,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",8000,"MTÜ Liikumiskunst","R","Mittetulundusühing","Registrisse kantud",2018-03-26
"693","80552311",25800,5,"HTM erahariduse ja -huvitegevuse kriisitoetus.2","Haridus- ja Teadusministeerium",6000,"Judoklubi Dokyo","R","Mittetulundusühing","Registrisse kantud",2018-07-09
"694","80552311",25800,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",7000,"Judoklubi Dokyo","R","Mittetulundusühing","Registrisse kantud",2018-07-09
"695","80552311",25800,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",4000,"Judoklubi Dokyo","R","Mittetulundusühing","Registrisse kantud",2018-07-09
"696","80552311",25800,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2400,"Judoklubi Dokyo","R","Mittetulundusühing","Registrisse kantud",2018-07-09
"697","80552311",25800,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",6400,"Judoklubi Dokyo","R","Mittetulundusühing","Registrisse kantud",2018-07-09
"698","80554296",13200,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1800,"Harmi Haridusselts","R","Mittetulundusühing","Registrisse kantud",2018-09-04
"699","80554296",13200,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1800,"Harmi Haridusselts","R","Mittetulundusühing","Registrisse kantud",2018-09-04
"700","80554296",13200,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1800,"Harmi Haridusselts","R","Mittetulundusühing","Registrisse kantud",2018-09-04
"701","80554296",13200,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2400,"Harmi Haridusselts","R","Mittetulundusühing","Registrisse kantud",2018-09-04
"702","80554296",13200,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",5400,"Harmi Haridusselts","R","Mittetulundusühing","Registrisse kantud",2018-09-04
"703","80558420",18750,5,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",8250,"MTÜ Kaunite Kool","R","Mittetulundusühing","Registrisse kantud",2018-12-04
"704","80558420",18750,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",5000,"MTÜ Kaunite Kool","R","Mittetulundusühing","Registrisse kantud",2018-12-04
"705","80558420",18750,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"MTÜ Kaunite Kool","R","Mittetulundusühing","Registrisse kantud",2018-12-04
"706","80558420",18750,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1500,"MTÜ Kaunite Kool","R","Mittetulundusühing","Registrisse kantud",2018-12-04
"707","80558420",18750,5,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2500,"MTÜ Kaunite Kool","R","Mittetulundusühing","Registrisse kantud",2018-12-04
"708","80559000",35971.66,6,"Töötasu hüvitis","Töötukassa",10971.66,"Maardu Huvikool","R","Mittetulundusühing","Registrisse kantud",2018-12-17
"709","80559000",35971.66,6,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",21000,"Maardu Huvikool","R","Mittetulundusühing","Registrisse kantud",2018-12-17
"710","80559000",35971.66,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1000,"Maardu Huvikool","R","Mittetulundusühing","Registrisse kantud",2018-12-17
"711","80559000",35971.66,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1000,"Maardu Huvikool","R","Mittetulundusühing","Registrisse kantud",2018-12-17
"712","80559000",35971.66,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1000,"Maardu Huvikool","R","Mittetulundusühing","Registrisse kantud",2018-12-17
"713","80559000",35971.66,6,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1000,"Maardu Huvikool","R","Mittetulundusühing","Registrisse kantud",2018-12-17
"714","80559247",9080,7,"HTM erahariduse ja -huvitegevuse kriisitoetus","Haridus- ja Teadusministeerium",1080,"Mittetulundusühing Vivere kool","R","Mittetulundusühing","Registrisse kantud",2018-12-21
"715","80559247",9080,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1600,"Mittetulundusühing Vivere kool","R","Mittetulundusühing","Registrisse kantud",2018-12-21
"716","80559247",9080,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1600,"Mittetulundusühing Vivere kool","R","Mittetulundusühing","Registrisse kantud",2018-12-21
"717","80559247",9080,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1600,"Mittetulundusühing Vivere kool","R","Mittetulundusühing","Registrisse kantud",2018-12-21
"718","80559247",9080,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1600,"Mittetulundusühing Vivere kool","R","Mittetulundusühing","Registrisse kantud",2018-12-21
"719","80559247",9080,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",800,"Mittetulundusühing Vivere kool","R","Mittetulundusühing","Registrisse kantud",2018-12-21
"720","80559247",9080,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",800,"Mittetulundusühing Vivere kool","R","Mittetulundusühing","Registrisse kantud",2018-12-21
"721","80560233",11240,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",600,"MTÜ Funtime","R","Mittetulundusühing","Registrisse kantud",2019-01-15
"722","80560233",11240,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",840,"MTÜ Funtime","R","Mittetulundusühing","Registrisse kantud",2019-01-15
"723","80560233",11240,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",1800,"MTÜ Funtime","R","Mittetulundusühing","Registrisse kantud",2019-01-15
"724","80560233",11240,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"MTÜ Funtime","R","Mittetulundusühing","Registrisse kantud",2019-01-15
"725","80560233",11240,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"MTÜ Funtime","R","Mittetulundusühing","Registrisse kantud",2019-01-15
"726","80560233",11240,7,"Lühilaagrid ja lühimalevad","Haridus- ja Teadusministeerium",2000,"MTÜ Funtime","R","Mittetulundusühing","Registrisse kantud",2019-01-15
